epoch,step,train_kl_loss,train_loss,train_recon_loss,val_kl_loss,val_loss,val_recon_loss
0,0,4.17938232421875,8.602940559387207,0.6029407978057861,,,
0,1,5.586278915405273,8.357934951782227,0.35793429613113403,,,
0,2,6.540737628936768,8.308229446411133,0.3082292973995209,,,
0,3,5.495954513549805,8.302064895629883,0.3020654320716858,,,
0,4,7.137113571166992,8.275228500366211,0.2752283811569214,,,
0,5,8.203243255615234,8.59404468536377,0.2688758075237274,,,
0,6,7.949872016906738,8.545243263244629,0.2719336152076721,,,
0,7,5.143095970153809,8.340806007385254,0.34080615639686584,,,
0,7,,,,4.050025939941406,8.235724449157715,0.2357247769832611
1,8,8.49811840057373,8.76198959350586,0.26387110352516174,,,
1,9,5.88810920715332,8.271162033081055,0.27116209268569946,,,
1,10,4.813981056213379,8.272619247436523,0.2726197838783264,,,
1,11,4.370692253112793,8.273677825927734,0.27367788553237915,,,
1,12,4.17274808883667,8.271180152893066,0.27117979526519775,,,
1,13,4.077139854431152,8.259049415588379,0.2590494155883789,,,
1,14,4.001645565032959,8.253061294555664,0.25306132435798645,,,
1,15,3.8755621910095215,8.313340187072754,0.3133397698402405,,,
1,15,,,,3.932546854019165,8.229398727416992,0.22939801216125488
2,16,3.9723687171936035,8.248796463012695,0.24879667162895203,,,
2,17,4.042287826538086,8.246016502380371,0.24601633846759796,,,
2,18,3.951462984085083,8.238924026489258,0.23892490565776825,,,
2,19,3.934911012649536,8.234468460083008,0.2344679832458496,,,
2,20,4.02340030670166,8.231247901916504,0.23124755918979645,,,
2,21,3.9754223823547363,8.225492477416992,0.22549204528331757,,,
2,22,3.943391799926758,8.22909164428711,0.22909124195575714,,,
2,23,3.860398292541504,8.246026992797852,0.24602676928043365,,,
2,23,,,,4.189652442932129,8.240320205688477,0.2403203696012497
3,24,3.8987343311309814,8.219066619873047,0.21906602382659912,,,
3,25,3.9675636291503906,8.216462135314941,0.2164621353149414,,,
3,26,3.9466943740844727,8.209068298339844,0.20906879007816315,,,
3,27,3.932771682739258,8.198246955871582,0.19824665784835815,,,
3,28,3.9221980571746826,8.201315879821777,0.20131517946720123,,,
3,29,3.9121265411376953,8.195928573608398,0.19592824578285217,,,
3,30,3.8740615844726562,8.186981201171875,0.18698084354400635,,,
3,31,3.8249895572662354,8.233853340148926,0.23385383188724518,,,
3,31,,,,4.074453353881836,8.211862564086914,0.21186316013336182
4,32,3.9047489166259766,8.184747695922852,0.1847478151321411,,,
4,33,3.906118154525757,8.181678771972656,0.18167921900749207,,,
4,34,3.933749198913574,8.185731887817383,0.18573257327079773,,,
4,35,3.933513641357422,8.186458587646484,0.18645866215229034,,,
4,36,3.91717529296875,8.167560577392578,0.1675606369972229,,,
4,37,3.92175555229187,8.173442840576172,0.17344236373901367,,,
4,38,3.9253551959991455,8.18123722076416,0.18123669922351837,,,
4,39,3.8720626831054688,8.16453742980957,0.1645365208387375,,,
4,39,,,,4.025343418121338,8.173534393310547,0.17353413999080658
5,40,3.9602372646331787,8.173918724060059,0.17391915619373322,,,
5,41,4.004507064819336,8.169466018676758,0.16946569085121155,,,
5,42,3.9805405139923096,8.169320106506348,0.16932004690170288,,,
