epoch,step,train_kl_loss,train_loss,train_recon_loss,val_kl_loss,val_loss,val_recon_loss
0,0,16.125,16.73588752746582,0.6108866333961487,,,
0,1,15.75,16.502059936523438,0.5020601749420166,,,
0,2,15.5625,16.397932052612305,0.3979312777519226,,,
0,3,15.8125,16.33558464050293,0.3355851471424103,,,
0,4,15.8125,16.306318283081055,0.30631768703460693,,,
0,5,15.25,16.306488037109375,0.3064878582954407,,,
0,6,14.8125,16.302858352661133,0.3028582036495209,,,
0,7,14.6875,16.299253463745117,0.29925379157066345,,,
0,8,14.6875,16.290515899658203,0.2905156910419464,,,
0,9,14.5625,16.283536911010742,0.28353655338287354,,,
0,10,14.5,16.275798797607422,0.27579939365386963,,,
0,11,14.4375,16.279081344604492,0.27908146381378174,,,
0,12,14.5625,16.266189575195312,0.26618874073028564,,,
0,13,14.3125,16.26211929321289,0.2621183395385742,,,
0,14,14.375,16.253639221191406,0.25363901257514954,,,
0,15,14.3125,16.25354766845703,0.25354671478271484,,,
0,16,14.25,16.25529670715332,0.25529617071151733,,,
0,17,14.3125,16.245798110961914,0.24579836428165436,,,
0,18,14.4375,16.237199783325195,0.23720049858093262,,,
0,19,14.1875,16.231582641601562,0.23158246278762817,,,
0,20,14.25,16.225513458251953,0.22551429271697998,,,
0,21,14.3125,16.2235050201416,0.2235041856765747,,,
0,22,14.1875,16.219642639160156,0.2196424901485443,,,
0,23,14.1875,16.217418670654297,0.21741938591003418,,,
0,24,14.375,16.20749282836914,0.2074926197528839,,,
0,25,14.6875,16.216167449951172,0.2161678820848465,,,
0,26,14.25,16.201175689697266,0.2011760026216507,,,
0,27,14.5,16.19196128845215,0.1919616013765335,,,
0,28,14.25,16.188764572143555,0.1887637972831726,,,
0,29,14.3125,16.201881408691406,0.20188181102275848,,,
0,30,14.4375,16.210817337036133,0.21081730723381042,,,
0,30,,,,14.282676696777344,16.18910789489746,0.1891089230775833
1,31,14.25,16.191259384155273,0.19126002490520477,,,
1,32,14.25,16.186859130859375,0.18685951828956604,,,
1,33,14.375,16.181093215942383,0.1810927391052246,,,
1,34,14.25,16.182064056396484,0.18206477165222168,,,
1,35,14.375,16.17995834350586,0.17995911836624146,,,
1,36,14.1875,16.18076515197754,0.18076439201831818,,,
1,37,14.3125,16.16990852355957,0.16990932822227478,,,
1,38,14.5,16.163982391357422,0.1639830321073532,,,
1,39,14.3125,16.1774845123291,0.1774844080209732,,,
1,40,14.3125,16.17377281188965,0.17377272248268127,,,
1,41,14.5625,16.173349380493164,0.17334844172000885,,,
1,42,14.4375,16.165096282958984,0.16509677469730377,,,
1,43,14.5,16.163494110107422,0.16349433362483978,,,
1,44,14.25,16.163768768310547,0.1637694090604782,,,
1,45,14.3125,16.161108016967773,0.16110806167125702,,,
1,46,14.5625,16.1689453125,0.1689455509185791,,,
1,47,14.375,16.153400421142578,0.15340034663677216,,,
1,48,14.5,16.167308807373047,0.167308509349823,,,
1,49,14.3125,16.141225814819336,0.1412254273891449,,,
1,50,14.4375,16.15454864501953,0.1545487344264984,,,
1,51,14.25,16.145166397094727,0.14516624808311462,,,
1,52,14.25,16.142446517944336,0.14244690537452698,,,
1,53,14.125,16.137535095214844,0.13753530383110046,,,
1,54,14.125,16.139888763427734,0.13988922536373138,,,
1,55,14.1875,16.148479461669922,0.14847998321056366,,,
1,56,14.25,16.132522583007812,0.1325225979089737,,,
1,57,14.5,16.13211441040039,0.132113978266716,,,
1,58,14.25,16.132150650024414,0.13215069472789764,,,
1,59,14.4375,16.14081573486328,0.14081649482250214,,,
1,60,14.6875,16.12602996826172,0.12603071331977844,,,
1,61,14.5625,16.128971099853516,0.12897169589996338,,,
1,61,,,,14.428682327270508,16.126665115356445,0.12666605412960052
2,62,14.625,16.12288475036621,0.12288547307252884,,,
2,63,14.5,16.136016845703125,0.13601738214492798,,,
2,64,14.375,16.120986938476562,0.12098639458417892,,,
2,65,14.1875,16.106626510620117,0.10662564635276794,,,
2,66,14.6875,16.127286911010742,0.12728746235370636,,,
2,67,14.5,16.113306045532227,0.11330586671829224,,,
2,68,14.625,16.110952377319336,0.11095189303159714,,,
2,69,14.4375,16.130516052246094,0.130516916513443,,,
2,70,14.4375,16.116979598999023,0.11697985231876373,,,
2,71,14.625,16.105798721313477,0.10579904168844223,,,
2,72,14.5625,16.110857009887695,0.11085681617259979,,,
2,73,14.6875,16.114200592041016,0.11420008540153503,,,
2,74,14.4375,16.12092399597168,0.1209246814250946,,,
2,75,14.5,16.10919761657715,0.10919667780399323,,,
2,76,14.625,16.11359405517578,0.11359377205371857,,,
2,77,14.625,16.10190773010254,0.10190790891647339,,,
2,78,14.5,16.09229278564453,0.09229292720556259,,,
2,79,14.625,16.100143432617188,0.10014380514621735,,,
2,80,14.6875,16.118982315063477,0.11898224800825119,,,
2,81,15.0,16.09988784790039,0.09988725930452347,,,
2,82,14.75,16.094972610473633,0.09497314691543579,,,
2,83,14.5625,16.10572052001953,0.10572044551372528,,,
2,84,14.875,16.098278045654297,0.09827754646539688,,,
2,85,14.5,16.090553283691406,0.09055384993553162,,,
2,86,14.9375,16.10165786743164,0.1016581580042839,,,
2,87,14.75,16.10379981994629,0.10379993915557861,,,
2,88,15.0,16.083133697509766,0.08313357084989548,,,
2,89,14.9375,16.095853805541992,0.09585395455360413,,,
2,90,14.6875,16.076093673706055,0.07609400153160095,,,
2,91,14.6875,16.08526611328125,0.08526605367660522,,,
2,92,15.0,16.06159782409668,0.06159713864326477,,,
2,92,,,,14.819761276245117,16.081693649291992,0.08169224113225937
3,93,15.0,16.073759078979492,0.07375819236040115,,,
3,94,14.6875,16.083003997802734,0.08300413936376572,,,
3,95,15.4375,16.092214584350586,0.0922151729464531,,,
3,96,14.6875,16.067668914794922,0.06766986846923828,,,
3,97,14.75,16.07026481628418,0.07026495039463043,,,
3,98,14.9375,16.07444190979004,0.07444138079881668,,,
3,99,15.0625,16.08094024658203,0.08094079047441483,,,
3,100,14.75,16.086713790893555,0.08671431988477707,,,
3,101,15.25,16.084413528442383,0.084414042532444,,,
3,102,14.6875,16.070772171020508,0.07077132165431976,,,
3,103,14.9375,16.083253860473633,0.08325402438640594,,,
3,104,14.75,16.067045211791992,0.06704428046941757,,,
3,105,14.875,16.084300994873047,0.08430089801549911,,,
3,106,15.3125,16.068218231201172,0.06821819394826889,,,
3,107,15.0,16.086275100708008,0.0862753614783287,,,
3,108,15.0,16.072315216064453,0.07231596857309341,,,
3,109,15.0625,16.069711685180664,0.06971166282892227,,,
3,110,14.625,16.06291961669922,0.06291944533586502,,,
3,111,14.9375,16.067970275878906,0.06797103583812714,,,
3,112,15.4375,16.068410873413086,0.06841080635786057,,,
3,113,15.125,16.069416046142578,0.06941522657871246,,,
3,114,15.0625,16.06403923034668,0.06403936445713043,,,
3,115,15.25,16.0743465423584,0.07434690743684769,,,
3,116,15.5,16.065086364746094,0.06508596986532211,,,
3,117,15.3125,16.070240020751953,0.07023975253105164,,,
3,118,15.375,16.072154998779297,0.07215512543916702,,,
3,119,15.125,16.067020416259766,0.06702104210853577,,,
3,120,14.75,16.057680130004883,0.057679932564496994,,,
3,121,15.0625,16.054336547851562,0.05433730408549309,,,
3,122,15.1875,16.058696746826172,0.058696042746305466,,,
3,123,14.75,16.049983978271484,0.04998397082090378,,,
3,123,,,,15.160788536071777,16.05784034729004,0.05784190818667412
4,124,15.3125,16.064380645751953,0.06437999755144119,,,
4,125,15.0625,16.06709098815918,0.06709080934524536,,,
4,126,15.8125,16.070425033569336,0.0704246237874031,,,
4,127,15.0625,16.05438232421875,0.05438181012868881,,,
4,128,15.5,16.055999755859375,0.05599887669086456,,,
4,129,15.0625,16.06075668334961,0.06075632572174072,,,
4,130,15.0,16.053638458251953,0.05363844707608223,,,
4,131,15.25,16.05008888244629,0.05008905008435249,,,
4,132,15.3125,16.06119155883789,0.061191584914922714,,,
