epoch,step,train_kl_loss,train_loss,train_recon_loss,val_kl_loss,val_loss,val_recon_loss
0,0,3.872788190841675,4.616311073303223,0.6163110733032227,,,
0,1,4.288710594177246,4.715341567993164,0.4266308546066284,,,
0,2,3.721524238586426,4.390900135040283,0.39090004563331604,,,
0,3,3.775696277618408,4.342744827270508,0.3427447974681854,,,
0,4,3.9408886432647705,4.29799747467041,0.2979973554611206,,,
0,5,4.004594802856445,4.2950286865234375,0.29043373465538025,,,
0,6,3.783339500427246,4.283095836639404,0.2830960154533386,,,
0,7,3.6287896633148193,4.290794372558594,0.29079416394233704,,,
0,8,3.625575542449951,4.285616397857666,0.28561633825302124,,,
0,9,3.5855376720428467,4.291471481323242,0.2914715111255646,,,
0,10,3.616788864135742,4.273867607116699,0.27386754751205444,,,
0,11,3.6155712604522705,4.266055583953857,0.26605576276779175,,,
0,12,3.607865810394287,4.271922588348389,0.2719225287437439,,,
0,13,3.582521677017212,4.263697624206543,0.26369744539260864,,,
0,14,3.6297106742858887,4.2543840408325195,0.25438424944877625,,,
0,15,3.606995105743408,4.250851631164551,0.25085142254829407,,,
0,16,3.6230733394622803,4.249944686889648,0.24994492530822754,,,
0,17,3.599727153778076,4.250368595123291,0.2503684461116791,,,
0,18,3.647217273712158,4.243444919586182,0.24344472587108612,,,
0,19,3.6366019248962402,4.244869709014893,0.24486958980560303,,,
0,20,3.636244773864746,4.231132984161377,0.23113307356834412,,,
0,21,3.6109628677368164,4.23036527633667,0.2303653210401535,,,
0,22,3.6628870964050293,4.221251487731934,0.22125142812728882,,,
0,23,3.6503143310546875,4.219849586486816,0.21984955668449402,,,
0,24,3.6314172744750977,4.215935230255127,0.21593526005744934,,,
0,25,3.6235625743865967,4.2051100730896,0.20510999858379364,,,
0,26,3.6506564617156982,4.194547176361084,0.19454704225063324,,,
0,27,3.585519552230835,4.189172744750977,0.1891728788614273,,,
0,28,3.670872211456299,4.202940940856934,0.2029409557580948,,,
0,29,3.650143623352051,4.1861419677734375,0.18614202737808228,,,
0,30,3.5936286449432373,4.204794406890869,0.20479445159435272,,,
0,30,,,,3.6828060150146484,4.185266971588135,0.18526679277420044
