epoch,step,train_loss,val_loss
0,0,0.6114227771759033,
0,1,0.3387150168418884,
0,2,0.26875072717666626,
0,3,0.2894584834575653,
0,4,0.27082082629203796,
0,5,0.3296700417995453,
0,6,0.2807522416114807,
0,7,0.2744809091091156,
0,8,0.2818405330181122,
0,9,0.2707785964012146,
0,10,0.27106115221977234,
0,11,0.26178306341171265,
0,12,0.253211110830307,
0,13,0.24952265620231628,
0,14,0.25685155391693115,
0,15,0.24997657537460327,
0,16,0.27785807847976685,
0,17,0.24595066905021667,
0,18,0.25003886222839355,
0,19,0.24780400097370148,
0,20,0.2515377700328827,
0,21,0.24792537093162537,
0,22,0.2446608990430832,
0,23,0.25528571009635925,
0,24,0.25652459263801575,
0,25,0.244945228099823,
0,26,0.24690571427345276,
0,27,0.2446896880865097,
0,28,0.24521061778068542,
0,29,0.2488688975572586,
0,30,0.26364243030548096,
0,30,,0.2459791600704193
1,31,0.25512802600860596,
1,32,0.2491709440946579,
1,33,0.2493005394935608,
1,34,0.24394632875919342,
1,35,0.24233439564704895,
1,36,0.24627099931240082,
1,37,0.24313735961914062,
1,38,0.2500706911087036,
1,39,0.24412810802459717,
1,40,0.24813759326934814,
1,41,0.24451985955238342,
1,42,0.23910604417324066,
1,43,0.24170860648155212,
1,44,0.24455776810646057,
1,45,0.2408507764339447,
1,46,0.24242724478244781,
1,47,0.24347373843193054,
1,48,0.24567535519599915,
1,49,0.2414928376674652,
1,50,0.2594299614429474,
1,51,0.24305285513401031,
1,52,0.238199844956398,
1,53,0.23767417669296265,
1,54,0.2441636472940445,
1,55,0.24330733716487885,
1,56,0.250262051820755,
1,57,0.24014663696289062,
1,58,0.2500339448451996,
1,59,0.24384091794490814,
1,60,0.23866862058639526,
1,61,0.2921227216720581,
1,61,,0.2405814826488495
2,62,0.23629921674728394,
2,63,0.23987968266010284,
2,64,0.2416158765554428,
2,65,0.23978513479232788,
2,66,0.23841975629329681,
2,67,0.23785576224327087,
2,68,0.2424255609512329,
2,69,0.2338448315858841,
2,70,0.2453869879245758,
2,71,0.2385048121213913,
2,72,0.2383745312690735,
2,73,0.24045558273792267,
2,74,0.24184931814670563,
2,75,0.23469218611717224,
2,76,0.243259996175766,
2,77,0.23816345632076263,
2,78,0.23907722532749176,
2,79,0.23770146071910858,
2,80,0.2380424290895462,
2,81,0.2429952472448349,
2,82,0.23762811720371246,
2,83,0.23766589164733887,
2,84,0.2344779223203659,
2,85,0.23731331527233124,
2,86,0.23515020310878754,
2,87,0.23737086355686188,
2,88,0.2338779717683792,
2,89,0.23688176274299622,
2,90,0.2418247014284134,
2,91,0.23330385982990265,
2,92,0.23279641568660736,
2,92,,0.23380713164806366
3,93,0.2373802214860916,
3,94,0.23045679926872253,
3,95,0.23273169994354248,
3,96,0.23556213080883026,
3,97,0.23253437876701355,
3,98,0.22927460074424744,
3,99,0.2336593121290207,
3,100,0.23451992869377136,
3,101,0.22845558822155,
3,102,0.23073840141296387,
3,103,0.21938924491405487,
3,104,0.20452503859996796,
3,105,0.20537804067134857,
3,106,0.19928555190563202,
3,107,0.1852942854166031,
3,108,0.18999511003494263,
3,109,0.18575499951839447,
3,110,0.17283251881599426,
3,111,0.19190238416194916,
3,112,0.1817086786031723,
3,113,0.17137661576271057,
3,114,0.17741787433624268,
3,115,0.16852940618991852,
3,116,0.16839508712291718,
3,117,0.18325620889663696,
3,118,0.16281482577323914,
3,119,0.1723497062921524,
3,120,0.15796950459480286,
3,121,0.16483572125434875,
3,122,0.15560422837734222,
3,123,0.18995696306228638,
3,123,,0.15440762042999268
4,124,0.1553288996219635,
4,125,0.15624003112316132,
4,126,0.1757943481206894,
4,127,0.15472956001758575,
4,128,0.14637871086597443,
4,129,0.14602379500865936,
4,130,0.14899377524852753,
4,131,0.1666509211063385,
4,132,0.14607124030590057,
4,133,0.14646084606647491,
4,134,0.16720351576805115,
4,135,0.16547761857509613,
4,136,0.1450028121471405,
4,137,0.1416189819574356,
4,138,0.15078648924827576,
4,139,0.1641581505537033,
4,140,0.14700980484485626,
4,141,0.14139994978904724,
4,142,0.1414281278848648,
4,143,0.15268142521381378,
4,144,0.13249258697032928,
4,145,0.1236104741692543,
4,146,0.12381625920534134,
4,147,0.13263282179832458,
4,148,0.15323875844478607,
4,149,0.12057840824127197,
4,150,0.12953804433345795,
4,151,0.11894161254167557,
4,152,0.09357898682355881,
4,153,0.10837950557470322,
4,154,0.21921592950820923,
4,154,,0.10342886298894882
5,155,0.10507521033287048,
5,156,0.11445043236017227,
5,157,0.12271474301815033,
5,158,0.10302001237869263,
5,159,0.09068340808153152,
5,160,0.12089408934116364,
5,161,0.11528114229440689,
5,162,0.10334207117557526,
5,163,0.10181344300508499,
5,164,0.09756363928318024,
5,165,0.08828779309988022,
5,166,0.09620264172554016,
5,167,0.10094943642616272,
5,168,0.09380707144737244,
5,169,0.09065328538417816,
5,170,0.09022470563650131,
5,171,0.0782361701130867,
5,172,0.08131125569343567,
5,173,0.0737043246626854,
5,174,0.09400147199630737,
5,175,0.08071409910917282,
5,176,0.07527574896812439,
5,177,0.07672610878944397,
5,178,0.06209903210401535,
5,179,0.06767984479665756,
5,180,0.06828051805496216,
5,181,0.061758268624544144,
5,182,0.07003158330917358,
5,183,0.0701950192451477,
5,184,0.084630586206913,
5,185,0.11886819452047348,
5,185,,0.06785885989665985
6,186,0.06792525947093964,
6,187,0.07141334563493729,
6,188,0.09829235821962357,
6,189,0.05672435835003853,
6,190,0.06802885234355927,
6,191,0.05454693362116814,
6,192,0.08275894820690155,
6,193,0.05381973832845688,
6,194,0.05745871365070343,
6,195,0.07603081315755844,
6,196,0.05560636520385742,
6,197,0.05610214173793793,
6,198,0.07247889041900635,
6,199,0.049055371433496475,
6,200,0.06170634552836418,
6,201,0.05147422105073929,
6,202,0.051162272691726685,
6,203,0.05848146602511406,
6,204,0.056704774498939514,
6,205,0.06446068733930588,
6,206,0.04374762251973152,
6,207,0.057250410318374634,
6,208,0.05716487765312195,
6,209,0.05129107087850571,
6,210,0.06226326525211334,
6,211,0.0455896258354187,
6,212,0.05598734691739082,
6,213,0.03801227733492851,
6,214,0.053773511201143265,
6,215,0.04700401797890663,
6,216,0.08922970294952393,
6,216,,0.04440770298242569
7,217,0.04384772479534149,
7,218,0.044230200350284576,
7,219,0.05528369918465614,
7,220,0.04764137417078018,
7,221,0.04895947501063347,
7,222,0.03933023288846016,
7,223,0.05914673954248428,
7,224,0.03969724476337433,
7,225,0.06905965507030487,
7,226,0.059378352016210556,
7,227,0.037941522896289825,
7,228,0.053695812821388245,
7,229,0.057361505925655365,
7,230,0.046587683260440826,
7,231,0.0449565127491951,
7,232,0.037306904792785645,
7,233,0.044161222875118256,
7,234,0.04041177034378052,
7,235,0.043361447751522064,
7,236,0.06286954879760742,
7,237,0.05299846827983856,
7,238,0.04028335213661194,
7,239,0.04418431967496872,
7,240,0.04467767849564552,
7,241,0.03753198683261871,
7,242,0.03595360368490219,
7,243,0.024753503501415253,
7,244,0.027686461806297302,
7,245,0.05642007291316986,
7,246,0.03950507938861847,
7,247,0.03861561417579651,
7,247,,0.03356969729065895
8,248,0.030293339863419533,
8,249,0.03154461085796356,
8,250,0.03487005829811096,
8,251,0.0350402295589447,
8,252,0.030739640817046165,
8,253,0.05231666564941406,
8,254,0.03831954672932625,
8,255,0.05077451840043068,
8,256,0.03861645981669426,
8,257,0.045330848544836044,
8,258,0.03195018693804741,
8,259,0.03040534257888794,
8,260,0.033663131296634674,
8,261,0.027257461100816727,
8,262,0.03664318844676018,
8,263,0.02755874954164028,
8,264,0.037834350019693375,
8,265,0.028651637956500053,
8,266,0.02945704758167267,
8,267,0.026275699958205223,
8,268,0.03055460937321186,
8,269,0.03493713587522507,
8,270,0.02684778906404972,
8,271,0.03685237094759941,
8,272,0.029115473851561546,
8,273,0.04157286882400513,
8,274,0.02811341919004917,
8,275,0.024401182308793068,
8,276,0.03076176717877388,
8,277,0.02673078142106533,
8,278,0.059582870453596115,
8,278,,0.02814977802336216
9,279,0.03376626968383789,
9,280,0.03062690794467926,
9,281,0.027889760211110115,
9,282,0.0248221717774868,
9,283,0.0366893894970417,
9,284,0.035413213074207306,
9,285,0.023748183622956276,
9,286,0.034287963062524796,
9,287,0.025316301733255386,
9,288,0.030303459614515305,
9,289,0.02964264154434204,
9,290,0.03481292724609375,
9,291,0.023514369502663612,
9,292,0.025349700823426247,
9,293,0.03249885141849518,
9,294,0.02512713149189949,
9,295,0.024389661848545074,
9,296,0.024867035448551178,
9,297,0.021984150633215904,
